Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;CATEGORIA
;00;005936;AFASTADOR DE HOMMANN  TORIDE ;1;3;0;0;0;1;0;269;0;;0;0;0;0,01;2025-04-14 00:00:00;001201;0;;0;DUVIDA
;00;001208;AFASTADOR DE HOMMANN 3,5MM TORIDE ;1;2;0;1;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;001201;0;;0;DUVIDA
;00;000834;AFASTADOR DE HOMMANN IOL ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;1110;0;;0;DUVIDA
;00;002367;AFASTADOR DE HOMMANN PEQUENO;1;1;0;0;0;1;0;280;0;;0;0;0;0,01;2025-04-03 00:00:00;L3828476;0;;0;DUVIDA
;00;000640;AFASTADOR DE HOMMANN TRAUMEDICA;1;1;0;2;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;001315;0;;0;DUVIDA
;00;004174;AFASTADOR DE PARTES MOLES ORTOSINTESE ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;OS2526;0;;0;DUVIDA
;00;003818;AFASTADOR DO TROCATER ENTERPRISES;1;1;0;0;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;E50-017;0;;0;DUVIDA
;00;001363;AFASTADOR FARABEUF;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;66510;0;;0;DUVIDA
;00;001798;AFASTADOR HOHMANNN 24 MM MUZYMED;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;271-01;0;;0;DUVIDA
;00;000565;AFASTADOR HOMMAM IOL;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;001112;0;;0;DUVIDA
;00;005924;AFASTADOR LANGENBECK;1;1;0;0;0;1;0;269;0;;0;0;0;0,01;2025-04-14 00:00:00;25262;0;;0;DUVIDA
;00;001349;AFASTADOR LANGENBECK;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;25262;0;;0;DUVIDA
;00;005923;AFASTADOR LANGENBECK ANGULADO PARA CIMA;1;1;0;0;0;1;0;269;0;;0;0;0;0,01;2025-04-14 00:00:00;25362;0;;0;DUVIDA
;00;000173;AFASTADOR MALEAVEL IOL;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;S/N16;0;;0;DUVIDA
;00;001780;AFASTADOR NORTE E SUL ( COM 6 GARRAS ) N°15 MUZYMED;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;0110;0;;0;DUVIDA
;00;002038;AFASTADOR SEM MILLER;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;16616;0;;0;DUVIDA
;00;001357;AFASTADOR SEM MILLER IOL;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;16316;0;;0;DUVIDA
;00;001354;AFASTADOR WIEDER ( CORAÇÃO);1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;19500;0;;0;DUVIDA
;00;006017;AGUA DESTILADA   5L ;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;7898007676051;0;;0;DUVIDA
;00;003026;AGUA OXIGENADA 10 VOL 1L VICPHARMA;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;008177;0;;0;DUVIDA
;00;006018;AGUA OXIGENADA 10 VOLUMES 1L ;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;7897877700903;0;;0;DUVIDA
;00;003934;ALAVANCA SELDIN 1L;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;QD.405.20;0;;0;DUVIDA
;00;003935;ALAVANCA SELDIN 1R;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;QD.405.22;0;;0;DUVIDA
;00;006412;ALBUMINA HUMANA 20%;1;1;0;0;0;1;0;227;0;10;0;0;0;;2025-05-26 00:00:00;;0;;0;DUVIDA
;00;006954;ALCOOL 70% ANTI-SEPTICO SACHE ESTERIL SWAB C/100 UNIQMED LOTE: 24033018;1;1;0;0;0;1;0;100;0;;6,84;8,52;8,52;0,01;2025-09-23 00:00:00;2832;0;;0;DUVIDA
;00;003029;ALCOOL 70% ANTISSEPTICO 1L PROLINK;1;1296;0;-1296;0;0;-98;37;0;;0;0;0;0,01;2024-05-27 00:00:00;00344;0;;0;DUVIDA
;00;003025;ALCOOL 70% ANTISSEPTICO 1L VICPHARMA;1;187;0;-187;0;0;-196;55;0;;0;0;0;0,01;2024-05-27 00:00:00;008179;0;;0;DUVIDA
;00;007331;ALCOOL SWABS C/100 UND;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;576311;0;;0;DUVIDA
;00;005444;ALG / POLIESTER  2-0  C/ AG.2,50MR (CX 24 ENV) SHALON;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;A920MR25;0;;0;DUVIDA
;00;005445;ALG / POLIESTER  3-0  C/ AG.3CTI (CX 24 ENV) SHALON;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;A930CTI30;0;;0;DUVIDA
;00;007321;ALGODAO HIDROFILO 500GR MELHORMED;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;574214;0;;0;DUVIDA
;00;007333;ALGODAO ORTOPEDICO 10CM X 1.0M PCT C/12;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;27933;0;;0;DUVIDA
;00;007286;ALGODAO ORTOPEDICO 15CM X 10M PCT C/12;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;15801;0;;0;DUVIDA
;00;007287;ALGODAO ORTOPEDICO 20CM X 1.0M PCT C/12;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;21273;0;;0;DUVIDA
;00;002495;ALGODÃO HIDROFILICO 250G NATHY/NATHALYA;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;000614;0;;0;DUVIDA
;00;001200;ALICATE 1,2MM;1;1;0;0;0;1;0;591;0;;0;0;0;350;2024-05-27 00:00:00;130030015172;0;;0;DUVIDA
;00;004573;ALICATE BICO CHATO ACCIAX ;1;3;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;4584;0;;0;DUVIDA
;00;004574;ALICATE CORTADOR DE FIO ACCIAX ;1;2;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;4579;0;;0;DUVIDA
;00;001324;ALICATE CORTE FRONTAL E LATERAL IOL;1;1;0;1;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;15504;0;;0;DUVIDA
;00;003109;ALICATE DE CORTE FRONTAL COM VIDEA;1;1;0;2;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;130020020206;0;;0;DUVIDA
;00;007054;ALICATE DE DOBRA;1;1;0;0;0;1;0;78;0;;0;0;0;0,01;2025-10-22 00:00:00;9017;0;;0;DUVIDA
;00;003811;ALICATE DOBRA 2.0 ENTERPRISES;1;1;0;0;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;400-400-005;0;;0;DUVIDA
;00;003812;ALICATE LISO 1.5/2.0 ENTERPRISES;1;1;0;0;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;400-400-006;0;;0;DUVIDA
;00;001321;ALICATE MODELAGEM SIMPLES IOL;1;1;0;1;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;15501;0;;0;DUVIDA
;00;001322;ALICATE MODELAGEM TRIDENT 1.5MM IOL;1;1;0;1;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;15502;0;;0;DUVIDA
;00;001323;ALICATE MODELAGEM TRIDENT 2.0MM IOL;1;1;0;1;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;15503;0;;0;DUVIDA
;00;004572;ALICATE ORTO. P/ DOBRA EM V ACCIAX ;1;2;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;4583;0;;0;DUVIDA
;00;002895;ALINHADOR PARA PERFURAÇÃO 3 PEÇAS;1;1;0;2;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;001101;0;;0;DUVIDA
;00;000223;ALINHADOR TRAUMEDICA;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;ADJ CJ7333;0;;0;DUVIDA
;00;005363;ALIVIADOR INICIADOR PONTA BIC 3.0 IMPLANFIX;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;PA17C.009;0;;0;DUVIDA
;00;002646;ALONGADOR TUBO A TUBO ADJ ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;3.11.03;0;;0;DUVIDA
;00;007043;ALÇA COM MINI ENGATE RAPIDO;1;1;0;0;0;1;0;78;0;;0;0;0;0,01;2025-10-22 00:00:00;9006;0;;0;DUVIDA
;00;001427;ANCORA 2.5 MM TRAUMEDICA;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;502510;0;;0;DUVIDA
;00;001641;ANCORA 4,5 TI SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;0112004-525;0;;0;DUVIDA
;00;002050;ANCORA GOLDTECK 5,6 X 17 MM BIOTECK;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;PGOLPK006;0;;0;DUVIDA
;00;002051;ANCORA IMPACTECK 2,0 X 7 MM BIOTECK;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;PIMPPK009;0;;0;DUVIDA
;00;002052;ANCORA IMPACTECK 2,5 X 9 MM BIOTECK;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;PIMPPK005;0;;0;DUVIDA
;00;006773;ANCORA IMPACTECK Ø3,2x13mm UNICA  - R.A: 80371250009;1;1;0;0;0;1;0;150;0;;0;0;0;0,01;2025-08-11 00:00:00;PIMPPK001;0;;0;DUVIDA
;00;002798;ANEL P LIGADURA HEMORROIDÁRIA 5,5X1,6X2,7 PC - 100 UNDS FRADEL-MED ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;7898912631619;0;;0;DUVIDA
;00;005784;AP. DE PRESSAO FEC.VELCRO C/ESTETO;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;0001136;0;;0;DUVIDA
;00;003209;APARELHO DE BARBEAR MAXICOR PLUS TS209 MAXCOR P;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;174;0;;0;DUVIDA
;00;007259;APARELHO DE PRESSÃO G-TECH SEMI-AUTOMATICO (BRAÇO) BPSII;1;1;0;0;0;1;0;17;0;;0;0;0;0,01;2025-12-22 00:00:00;;0;;0;DUVIDA
;00;007297;"APARELHO PARA BARBEAR 2 LAMINAS  PCT C/5 ""MAXICOR PLUS""";1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;568683;0;;0;DUVIDA
;00;004241;ARCO DE FIXAÇÃO ORTOSINTESE ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;OS2914;0;;0;DUVIDA
;00;005715;ARRUELA DENTADA 14 MM;1;1;0;0;0;1;0;279;0;;0;0;0;0,01;2025-04-04 00:00:00;022214;0;;0;DUVIDA
;00;005714;ARRUELA DENTADA 17 MM;1;1;0;0;0;1;0;279;0;;0;0;0;0,01;2025-04-04 00:00:00;022217;0;;0;DUVIDA
;00;000728;ARRUELAS IOL;1;1;0;4;0;1;0;591;0;;0;0;0,01;0,01;2024-05-27 00:00:00;S/N073;0;;0;DUVIDA
;00;006019;ATADURA 10 CM ;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;7898010920271;0;;0;DUVIDA
;00;007144;ATADURA 10CM LOTE 4533 - VAL 07/2026;1;1;0;0;0;1;0;57;0;;0;0;0;;2025-11-12 00:00:00;;0;;0;DUVIDA
;00;006020;ATADURA 20 CM C/12 ;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;15411241;0;;0;DUVIDA
;00;007145;ATADURA 20CM;1;1;0;0;0;1;0;57;0;;0;0;0;;2025-11-12 00:00:00;;0;;0;DUVIDA
;00;002510;ATADURA CREPE 10CM 13F 1,8M NEVE (12);1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;000650;0;;0;DUVIDA
;00;002261;ATADURA CREPE 12CM 13F 1,8M NEVE (12) NEVE I;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;000653;0;;0;DUVIDA
;00;007305;"ATADURA CREPE 13F 08CM X 1,8M C/12 UND ""EUROPA""";1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;570613;0;;0;DUVIDA
;00;007294;"ATADURA CREPE 13F 15CM X 1,8M/4,5M C/12 UND ""EUROPA""";1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;568010;0;;0;DUVIDA
;00;007295;"ATADURA CREPE 13F 20CM X 1,8M/4,5M C/12 UND ""EUROPA""";1;1;0;0;0;1;0;1;0;;0;0;0;0,01;2026-01-07 00:00:00;568056;0;;0;DUVIDA
;00;006040;ATADURA CREPOM 13 FIOS 15CM X 1,8M - POLARFIX Polar Fix;1;23,23;0;-20;0;3,23;-186;55;0;;0;0;0;0,01;2022-07-01 00:00:00;551;0;;0;DUVIDA
;00;007292;ATADURA GESSADA 10CM X 3M CX C/20;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;52684;0;;0;DUVIDA
;00;007293;ATADURA GESSADA 15CM X 3M CX C/20;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;52685;0;;0;DUVIDA
;00;007290;ATADURA GESSADA 20CM X 4M CX C/20;1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;50858;0;;0;DUVIDA
;00;003713;ATRKSB1110 - CANULA TROCARTE AUTO BLOQUEIO KS 11MM X 10CM - UNIMICRO GADALI ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;ATRKSB1110;0;;0;DUVIDA
;00;005295;ATROVERAN DIP 1G 10CPD HYP HYPOFARMA;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;172808;0;;0;DUVIDA
;00;004958;AUTO TRANSFORMADOR STRYKER;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;TF500VA;0;;0;DUVIDA
;00;003774;AVENTAL CIRÚRGICO 50G MANGA LONGA C/ ELASTICO. PCT C/ 10 VESTSEG;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;AVENTAL02;0;;0;DUVIDA
;00;002585;AVENTAL CIRÚRGICO IMPERMEAVEL 50G MANGA LONGA C/ ELASTICO. TAM. G VESTSEG;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;AVENTAL 01;0;;0;DUVIDA
;00;002468;AVENTAL TNT MANGA LONGA G ELASTICO ANADONA (10) PC DESC ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;002361;0;;0;DUVIDA
;00;007086;Abaixador de Lingua Madeira - Pct/100 Unidades - Theoto;100;1,36;0;0;0;1,36;0;65;0;;7,6;0,11;0,11;0,01;2025-11-04 00:00:00;56015;0;;0;DUVIDA
;00;003788;Algodao Hidrofilo 500g (Medi House) MEDI HOUSE;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;00151;0;;0;DUVIDA
;00;007341;BALÃO/CATERTER DE DILATAÇÃO DESCARTAVEL 18-19-20MM, 7FR, 55MM, 230CM;1;20;0;0;0;20;0;2;0;;0;0;10;;2026-01-07 00:00:00;MBD-DM-BB-2;0;;0;DUVIDA
;00;007322;"BANDAGEM AUTOADERENTE 10CM X 4,5MTS BEGE ""COBAN"" C/1";1;1;0;0;0;1;0;1;0;;0;0;0;;2026-01-07 00:00:00;574609;0;;0;DUVIDA
;00;006723;BANDEJA INJETADA;1;2;0;-1;0;1;0;139;0;;215,71;226,93;0;0,01;2025-08-21 00:00:00;30.009.00021;0;;0;DUVIDA
;00;006818;BANDEJA INJETADA;1;1;0;0;0;1;0;140;0;;215,71;215,71;215,71;0,01;2025-08-21 00:00:00;02729;0;;0;DUVIDA
;00;000305;BANDEJA USINADA AUTOCLAVAVEL (25.3.03);1;1;0;0;0;1;0;324;0;;0;0;0;0,01;2025-02-18 00:00:00;25303;0;;0;DUVIDA
;00;006902;BANHO MARIA DIGITAL ;1;2;0;-1;0;1;-130;128;0;;0;0;0;;2025-09-02 00:00:00;;0;;0;DUVIDA
;00;004340;BARRA 100 ADJ ;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;31110;0;;0;DUVIDA
;00;004351;BARRA 150 SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F210245;0;;0;DUVIDA
;00;004353;BARRA 200 SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F210250;0;;0;DUVIDA
;00;004354;BARRA 350 SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F210280;0;;0;DUVIDA
;00;004350;BARRA BARRA SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F223290;0;;0;DUVIDA
;00;000813;BARRA DE CONEXÃO 3/8X250MM ABIMADE;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;OP/34125;0;;0;DUVIDA
;00;005719;BARRA DE ERICH ENGIMPLAN;1;1;0;0;0;1;0;1287;0;;0;0;0;0,01;2022-07-01 00:00:00;10309999;0;;0;DUVIDA
;00;002150;BARRA LISA DE ALUMINIO 1/2X150MM SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F21 0 245;0;;0;DUVIDA
;00;002149;BARRA LISA DE ALUMINIO 1/2X200MM SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F21 0 250;0;;0;DUVIDA
;00;002148;BARRA LISA DE ALUMINIO 1/2X250MM SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F21 0 260;0;;0;DUVIDA
;00;002147;BARRA LISA DE ALUMINIO 1/2X300MM SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F21 0 270;0;;0;DUVIDA
;00;002146;BARRA LISA DE ALUMINIO 1/2X350MM SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F21 0 280;0;;0;DUVIDA
;00;002145;BARRA LISA DE ALUMINIO 1/2X400MM SARTORI;1;1;0;0;0;1;0;591;0;;0;0;0;0,01;2024-05-27 00:00:00;F21 0 290;0;;0;DUVIDA
